15466	13361	0.990558
13361	15466	0.990558
3146	24052	0.995205
24052	3146	0.995205
24037	8418	0.990297
8418	24037	0.990297
24037	6357	0.990015
6357	24037	0.990015
24037	1385	0.994109
1385	24037	0.994109
1508	3542	0.990448
3542	1508	0.990448
24241	15901	0.990373
15901	24241	0.990373
24241	14797	0.990087
14797	24241	0.990087
22109	19023	0.990066
19023	22109	0.990066
22109	18736	0.990514
18736	22109	0.990514
22109	14848	1.000000
14848	22109	1.000000
22109	12484	0.990407
12484	22109	0.990407
22109	4593	0.991138
4593	22109	0.991138
22109	18525	0.991104
18525	22109	0.991104
17478	6124	0.990431
6124	17478	0.990431
18571	9023	0.990783
9023	18571	0.990783
15992	2066	0.991487
2066	15992	0.991487
15992	3271	0.990734
3271	15992	0.990734
15992	5324	0.990580
5324	15992	0.990580
15992	22241	0.994067
22241	15992	0.994067
8418	10204	0.992875
10204	8418	0.992875
631	5283	0.991068
5283	631	0.991068
3640	10623	0.990197
10623	3640	0.990197
7026	9856	0.991701
9856	7026	0.991701
7026	10133	0.990598
10133	7026	0.990598
13527	22748	0.990131
22748	13527	0.990131
14157	18297	0.990541
18297	14157	0.990541
14157	8605	0.990025
8605	14157	0.990025
14157	18961	0.990037
18961	14157	0.990037
23818	24442	0.990740
24442	23818	0.990740
23818	619	0.991333
619	23818	0.991333
23818	23614	0.991149
23614	23818	0.991149
11727	7286	0.991821
7286	11727	0.991821
17360	3003	0.990900
3003	17360	0.990900
17360	20378	0.990721
20378	17360	0.990721
17360	4613	0.990286
4613	17360	0.990286
17360	2234	0.991908
2234	17360	0.991908
17606	19872	0.990964
19872	17606	0.990964
11249	7286	0.992220
7286	11249	0.992220
11249	22932	0.991282
22932	11249	0.991282
6266	20961	0.990293
20961	6266	0.990293
6266	13833	0.990573
13833	6266	0.990573
24835	22	0.990862
22	24835	0.990862
8632	18126	0.990437
18126	8632	0.990437
8632	22932	0.990998
22932	8632	0.990998
24536	22801	0.990723
22801	24536	0.990723
24536	11649	0.991923
11649	24536	0.991923
10774	20041	0.990944
20041	10774	0.990944
23664	10471	0.990043
10471	23664	0.990043
11014	17521	1.000000
17521	11014	1.000000
8359	13505	0.990680
13505	8359	0.990680
8359	9046	0.993136
9046	8359	0.993136
15657	15519	0.992728
15519	15657	0.992728
15657	11803	0.990032
11803	15657	0.990032
16938	19023	0.991117
19023	16938	0.991117
16938	20567	0.990244
20567	16938	0.990244
2103	5283	0.990539
5283	2103	0.990539
2103	13427	0.990308
13427	2103	0.990308
19023	18484	0.991208
18484	19023	0.991208
19023	14848	0.990066
14848	19023	0.990066
13781	14306	0.990026
14306	13781	0.990026
13781	7556	0.990651
7556	13781	0.990651
6357	9896	0.991675
9896	6357	0.991675
9588	12500	0.990370
12500	9588	0.990370
23439	8011	0.991097
8011	23439	0.991097
23439	8637	0.990334
8637	23439	0.990334
23439	19166	0.992299
19166	23439	0.992299
12406	5283	0.990302
5283	12406	0.990302
12406	19343	0.990311
19343	12406	0.990311
12406	18069	0.991290
18069	12406	0.991290
8548	1246	0.991642
1246	8548	0.991642
8548	4725	1.000000
4725	8548	1.000000
5761	3416	0.992211
3416	5761	0.992211
9537	20813	0.990371
20813	9537	0.990371
9537	8505	1.000000
8505	9537	1.000000
11938	7222	0.990069
7222	11938	0.990069
2640	21340	0.990324
21340	2640	0.990324
20453	8391	0.990369
8391	20453	0.990369
3481	22491	0.991643
22491	3481	0.991643
3481	2279	0.991175
2279	3481	0.991175
5692	19343	0.990213
19343	5692	0.990213
5692	7059	0.991143
7059	5692	0.991143
5692	23760	0.990594
23760	5692	0.990594
17756	16935	0.991371
